searge,name,side,desc
func_82488_a,getWorldEventDataFrom,2,Gets the world event data from of this behavior default dispense item.
func_148745_a,getByValue,2,Gets the by value of this object integer identity map.
func_148746_a,put,2,Method to put on this object integer identity map.
func_148744_b,containsId,2,Method to contAIns ID on this object integer identity map.
func_148747_b,get,2,Method to get on this object integer identity map.
func_152446_a,read,2,Method to read on this NBT base.
func_150292_c,getByteArray,2,Gets the byte arraY of this NBT tag byte array.
func_150291_c,getLong,2,Gets the long of this NBT base$NBT primitive.
func_150287_d,getInt,2,Gets the integereger of this NBT base$NBT primitive.
func_150289_e,getShort,2,Gets the short of this NBT base$NBT primitive.
func_150290_f,getByte,2,Gets the byte of this NBT base$NBT primitive.
func_150286_g,getDouble,2,Gets the double of this NBT base$NBT primitive.
func_150288_h,getFloat,2,Gets the float of this NBT base$NBT primitive.
func_152449_a,readNBT,2,Method to read NBT on this NBT tag compound.
func_152447_a,readType,2,Method to read type on this NBT tag compound.
func_150298_a,writeEntry,2,Method to write entry on this NBT tag compound.
func_152448_b,readKey,2,Method to read key on this NBT tag compound.
func_150299_b,getTagId,2,Gets the tag ID of this NBT tag compound.
func_150297_b,hasKey,2,Checks if this NBT tag compound is key.
func_150296_c,getKeySet,2,Gets the key set of this NBT tag compound.
func_150302_c,getIntArray,2,Gets the integereger arraY of this NBT tag integer array.
func_150304_a,setTag,2,Sets the tag of this NBT tag list.
func_150306_c,getIntArrayAt,2,Gets the integereger array at of this NBT tag list.
func_150303_d,getTagType,2,Gets the tag type of this NBT tag list.
func_150309_d,getDoubleAt,2,Gets the double at of this NBT tag list.
func_150308_e,getFloatAt,2,Gets the float at of this NBT tag list.
func_152450_a,addSpaceRead,2,Method to add space read on this NBT size tracker$1.
func_150663_a,writeTag,2,Method to write tag on this compressed stream tools.
func_152455_a,read,2,Method to read on this compressed stream tools.
func_152456_a,read,2,Method to read on this compressed stream tools.
func_152458_a,readFromFile,2,Method to read from file on this compressed stream tools.
func_152457_a,decompress,2,Method to decompress on this compressed stream tools.
func_152459_a,readGameProfileFromNBT,2,Method to read game profile from NBT on this NBT util.
func_152460_a,writeGameProfileToNBT,2,Method to write game profile to NBT on this NBT util.
func_150285_a_,getString,2,Gets the string of this NBT base.
func_150284_a,createNewByType,2,Method to create new by type on this NBT base.
func_150315_a,parse,2,Method to parse on this json to NBT.
func_150312_a,getNextCharIndex,2,Gets the next char indeX of this json to NBT.
func_150316_a,nameValueToNBT,2,Method to name value to NBT on this json to NBT.
func_150314_a,nextNameValuePair,2,Method to next name value pAIr on this json to NBT.
func_150310_b,topTagsCount,2,Method to top tags count on this json to NBT.
func_150313_b,locateName,2,Method to locate name on this json to NBT.
func_150311_c,locateValue,2,Method to locate value on this json to NBT.
func_150489_a,parse,2,Method to parse on this json to NBT$ primitive.
func_150502_a,bufToBytes,2,Method to buf to bytes on this netty encryption translator.
func_150504_a,cipher,2,Method to cipher on this netty encryption translator.
func_150503_a,decipher,2,Method to decipher on this netty encryption translator.
func_150753_a,getC2SPackets,2,Gets the c2 s packets of this enum connection state.
func_150760_a,getById,2,Gets the by ID of this enum connection state.
func_150751_a,registerC2S,2,Method to register c2 s on this enum connection state.
func_150752_a,getFromPacket,2,Gets the from packet of this enum connection state.
func_150757_a,getIncomingPackets,2,Gets the incoming packets of this enum connection state.
func_150755_b,getS2CPackets,2,Gets the s2 c packets of this enum connection state.
func_150756_b,registerS2C,2,Method to register s2 c on this enum connection state.
func_150754_b,getOutgoingPackets,2,Gets the outgoing packets of this enum connection state.
func_150759_c,getId,2,Gets the ID of this enum connection state.
func_152465_a,stat_465_a,2,Method to stat_465_a on this network statistics.
func_152466_a,stat_466_a,2,Method to stat_466_a on this network statistics.
func_152469_a,stat_469_a,2,Method to stat_469_a on this network statistics.
func_152471_b,stat_471_b,2,Method to stat_471_b on this network statistics.
func_152468_b,stat_468_b,2,Method to stat_468_b on this network statistics.
func_152464_b,stat_464_b,2,Method to stat_464_b on this network statistics.
func_152472_c,stat_472_c,2,Method to stat_472_c on this network statistics.
func_152473_d,stat_473_d,2,Method to stat_473_d on this network statistics.
func_152477_e,stat_477_e,2,Method to stat_477_e on this network statistics.
func_152467_f,stat_467_f,2,Method to stat_467_f on this network statistics.
func_152475_g,stat_475_g,2,Method to stat_475_g on this network statistics.
func_152470_h,stat_470_h,2,Method to stat_470_h on this network statistics.
func_152485_a,stat_485_a,2,Method to stat_485_a on this network statistics$ tracker.
func_152487_a,stat_487_a,2,Method to stat_487_a on this network statistics$ tracker.
func_152488_a,stat_488_a,2,Method to stat_488_a on this network statistics$ tracker.
func_152489_b,stat_489_b,2,Method to stat_489_b on this network statistics$ tracker.
func_152484_c,stat_484_c,2,Method to stat_484_c on this network statistics$ tracker.
func_152486_d,stat_486_d,2,Method to stat_486_d on this network statistics$ tracker.
func_152493_a,getTotalBytes,2,Gets the total bytes of this network statistics$ packet stat data.
func_152494_a,stat_494_a,2,Method to stat_494_a on this network statistics$ packet stat data.
func_152495_b,getCount,2,Gets the count of this network statistics$ packet stat data.
func_150696_a,componentToJson,2,Method to component to json on this i chat component$ serializer.
func_150695_a,serializeChatStyle,2,Method to serialize chat style on this i chat component$ serializer.
func_150699_a,jsonToComponent,2,Method to json to component on this i chat component$ serializer.
func_148932_c,getX,2,Gets the X of this s08 packet player position look.
func_148928_d,getY,2,Gets the Y of this s08 packet player position look.
func_148933_e,getZ,2,Gets the Z of this s08 packet player position look.
func_148931_f,getYaw,2,Gets the yaw of this s08 packet player position look.
func_148930_g,getPitch,2,Gets the pitch of this s08 packet player position look.
func_148929_h,getOnGround,2,Gets the on ground of this s08 packet player position look.
func_148996_a,setX,2,Sets the X of this s0 e packet spawn object.
func_148995_b,setY,2,Sets the Y of this s0 e packet spawn object.
func_149001_c,getEntityID,2,Gets the entity ID of this s0 e packet spawn object.
func_149005_c,setZ,2,Sets the Z of this s0 e packet spawn object.
func_148997_d,getX,2,Gets the X of this s0 e packet spawn object.
func_149003_d,setSpeedX,2,Sets the speed X of this s0 e packet spawn object.
func_148998_e,getY,2,Gets the Y of this s0 e packet spawn object.
func_149000_e,setSpeedY,2,Sets the speed Y of this s0 e packet spawn object.
func_148994_f,getZ,2,Gets the Z of this s0 e packet spawn object.
func_149007_f,setSpeedZ,2,Sets the speed Z of this s0 e packet spawn object.
func_149010_g,getSpeedX,2,Gets the speed X of this s0 e packet spawn object.
func_149002_g,setData,2,Sets the data of this s0 e packet spawn object.
func_149004_h,getSpeedY,2,Gets the speed Y of this s0 e packet spawn object.
func_148999_i,getSpeedZ,2,Gets the speed Z of this s0 e packet spawn object.
func_149008_j,getPitch,2,Gets the pitch of this s0 e packet spawn object.
func_149006_k,getYaw,2,Gets the yaw of this s0 e packet spawn object.
func_148993_l,getType,2,Gets the type of this s0 e packet spawn object.
func_149009_m,getData,2,Gets the data of this s0 e packet spawn object.
func_148985_c,getEntityID,2,Gets the entity ID of this s11 packet spawn experience orb.
func_148984_d,getX,2,Gets the X of this s11 packet spawn experience orb.
func_148983_e,getY,2,Gets the Y of this s11 packet spawn experience orb.
func_148982_f,getZ,2,Gets the Z of this s11 packet spawn experience orb.
func_148986_g,getXPValue,2,Gets the xp value of this s11 packet spawn experience orb.
func_149052_c,getEntityId,2,Gets the entity ID of this s2 c packet spawn global entity.
func_149051_d,getX,2,Gets the X of this s2 c packet spawn global entity.
func_149050_e,getY,2,Gets the Y of this s2 c packet spawn global entity.
func_149049_f,getZ,2,Gets the Z of this s2 c packet spawn global entity.
func_149053_g,getType,2,Gets the type of this s2 c packet spawn global entity.
func_149027_c,getDataManagerEntries,2,Gets the data manager entries of this s0 f packet spawn mob.
func_149024_d,getEntityID,2,Gets the entity ID of this s0 f packet spawn mob.
func_149025_e,getEntityType,2,Gets the entity type of this s0 f packet spawn mob.
func_149023_f,getX,2,Gets the X of this s0 f packet spawn mob.
func_149034_g,getY,2,Gets the Y of this s0 f packet spawn mob.
func_149029_h,getZ,2,Gets the Z of this s0 f packet spawn mob.
func_149026_i,getVelocityX,2,Gets the velocity X of this s0 f packet spawn mob.
func_149033_j,getVelocityY,2,Gets the velocity Y of this s0 f packet spawn mob.
func_149031_k,getVelocityZ,2,Gets the velocity Z of this s0 f packet spawn mob.
func_149028_l,getYaw,2,Gets the yaw of this s0 f packet spawn mob.
func_149030_m,getPitch,2,Gets the pitch of this s0 f packet spawn mob.
func_149032_n,getHeadPitch,2,Gets the head pitch of this s0 f packet spawn mob.
func_148965_c,getEntityID,2,Gets the entity ID of this s10 packet spawn pAIntegering.
func_148964_d,getX,2,Gets the X of this s10 packet spawn pAIntegering.
func_148963_e,getY,2,Gets the Y of this s10 packet spawn pAIntegering.
func_148962_f,getZ,2,Gets the Z of this s10 packet spawn pAIntegering.
func_148966_g,getFacing,2,Gets the facing of this s10 packet spawn pAIntegering.
func_148961_h,getTitle,2,Gets the title of this s10 packet spawn pAIntegering.
func_148944_c,getDataManagerEntries,2,Gets the data manager entries of this s0 c packet spawn player.
func_148943_d,getEntityID,2,Gets the entity ID of this s0 c packet spawn player.
func_148948_e,getProfile,2,Gets the profile of this s0 c packet spawn player.
func_148942_f,getX,2,Gets the X of this s0 c packet spawn player.
func_148949_g,getY,2,Gets the Y of this s0 c packet spawn player.
func_148946_h,getZ,2,Gets the Z of this s0 c packet spawn player.
func_148941_i,getYaw,2,Gets the yaw of this s0 c packet spawn player.
func_148945_j,getPitch,2,Gets the pitch of this s0 c packet spawn player.
func_148947_k,getCurrentItemID,2,Gets the current item ID of this s0 c packet spawn player.
func_148978_c,getEntityID,2,Gets the entity ID of this s0 b packet animation.
func_148977_d,getAnimationType,2,Gets the animation type of this s0 b packet animation.
func_148974_c,getStatisticMap,2,Gets the statistic map of this s37 packet statistics.
func_148845_c,getBreakerId,2,Gets the breaker ID of this s25 packet block break anim.
func_148844_d,getX,2,Gets the X of this s25 packet block break anim.
func_148843_e,getY,2,Gets the Y of this s25 packet block break anim.
func_148842_f,getZ,2,Gets the Z of this s25 packet block break anim.
func_148846_g,getProgress,2,Gets the progress of this s25 packet block break anim.
func_148856_c,getX,2,Gets the X of this s35 packet update tile entity.
func_148855_d,getY,2,Gets the Y of this s35 packet update tile entity.
func_148854_e,getZ,2,Gets the Z of this s35 packet update tile entity.
func_148853_f,getTileEntityType,2,Gets the tile entity type of this s35 packet update tile entity.
func_148857_g,getNbtCompound,2,Gets the NBT compound of this s35 packet update tile entity.
func_148868_c,getBlockType,2,Gets the block type of this s24 packet block action.
func_148867_d,getX,2,Gets the X of this s24 packet block action.
func_148866_e,getY,2,Gets the Y of this s24 packet block action.
func_148865_f,getZ,2,Gets the Z of this s24 packet block action.
func_148869_g,getData1,2,Gets the data1 of this s24 packet block action.
func_148864_h,getData2,2,Gets the data2 of this s24 packet block action.
func_148880_c,getBlock,2,Gets the block of this s23 packet block change.
func_148879_d,getX,2,Gets the X of this s23 packet block change.
func_148878_e,getY,2,Gets the Y of this s23 packet block change.
func_148877_f,getZ,2,Gets the Z of this s23 packet block change.
func_148881_g,getBlockMetadata,2,Gets the block metadata of this s23 packet block change.
func_149630_c,getMatches,2,Gets the matches of this s3 a packet tab complete.
func_148915_c,getChatComponent,2,Gets the chat component of this s02 packet chat.
func_148916_d,isChat,2,Checks if this s02 packet chat is chat.
func_148920_c,getChunkPos,2,Gets the chunk positionition of this s22 packet multi block change.
func_148921_d,getUpdates,2,Gets the updates of this s22 packet multi block change.
func_148922_e,getBlockChangeCount,2,Gets the block change count of this s22 packet multi block change.
func_148889_c,getWindowId,2,Gets the window ID of this s32 packet confirm transaction.
func_148890_d,getActionNumber,2,Gets the action number of this s32 packet confirm transaction.
func_148888_e,wasAccepted,2,Method to was accepted on this s32 packet confirm transaction.
func_148901_c,getWindowId,2,Gets the window ID of this s2 d packet open window.
func_148899_d,getMenuType,2,Gets the menu type of this s2 d packet open window.
func_148902_e,getGuiId,2,Gets the GUI ID of this s2 d packet open window.
func_148898_f,getSlotCount,2,Gets the slot count of this s2 d packet open window.
func_148900_g,hasSlots,2,Checks if this s2 d packet open window is slots.
func_148897_h,getEntityId,2,Gets the entity ID of this s2 d packet open window.
func_148911_c,getWindowId,2,Gets the window ID of this s30 packet window items.
func_148910_d,getItemStacks,2,Gets the item stacks of this s30 packet window items.
func_149182_c,getWindowId,2,Gets the window ID of this s31 packet window property.
func_149181_d,getVarIndex,2,Gets the var indeX of this s31 packet window property.
func_149180_e,getVarValue,2,Gets the var value of this s31 packet window property.
func_149175_c,getWindowId,2,Gets the window ID of this s2 f packet set slot.
func_149173_d,getSlot,2,Gets the slot of this s2 f packet set slot.
func_149174_e,getStack,2,Gets the stack of this s2 f packet set slot.
func_149169_c,getChannelName,2,Gets the channel name of this s3 f packet custom payload.
func_149168_d,getData,2,Gets the data of this s3 f packet custom payload.
func_149165_c,getReason,2,Gets the reason of this s40 packet disconnect.
func_149161_a,getEntity,2,Gets the entitY of this s19 packet entity status.
func_149160_c,getOpCode,2,Gets the op code of this s19 packet entity status.
func_149149_c,getMotionX,2,Gets the motion X of this s27 packet explosion.
func_149144_d,getMotionY,2,Gets the motion Y of this s27 packet explosion.
func_149147_e,getMotionZ,2,Gets the motion Z of this s27 packet explosion.
func_149148_f,getX,2,Gets the X of this s27 packet explosion.
func_149143_g,getY,2,Gets the Y of this s27 packet explosion.
func_149145_h,getZ,2,Gets the Z of this s27 packet explosion.
func_149146_i,getStrength,2,Gets the strength of this s27 packet explosion.
func_149150_j,getAffectedBlockPositions,2,Gets the affected block positionitions of this s27 packet explosion.
func_149138_c,getGameState,2,Gets the game state of this s2 b packet change game state.
func_149137_d,getValue,2,Gets the value of this s2 b packet change game state.
func_149134_c,getId,2,Gets the ID of this s00 packet keep alive.
func_149269_a,writeChunkData,2,Method to write chunk data on this s21 packet chunk data.
func_149275_c,getFullChunkDataSize,2,Gets the full chunk data size of this s21 packet chunk data.
func_149272_d,getExtractedDataBytes,2,Gets the extracted data bytes of this s21 packet chunk data.
func_149273_e,getChunkX,2,Gets the chunk X of this s21 packet chunk data.
func_149271_f,getChunkZ,2,Gets the chunk Z of this s21 packet chunk data.
func_149276_g,getExtractedSize,2,Gets the extracted size of this s21 packet chunk data.
func_149270_h,getSectionsWithBlockIdsUpper,2,Gets the sections with block ids upper of this s21 packet chunk data.
func_149274_i,doChunkLoad,2,Method to do chunk is loaded on this s21 packet chunk data.
func_149255_a,getChunkX,2,Gets the chunk X of this s26 packet map chunk bulk.
func_149253_b,getChunkZ,2,Gets the chunk Z of this s26 packet map chunk bulk.
func_149258_c,getPlayerChunkUpdateLimit,2,Gets the player chunk update limit of this s26 packet map chunk bulk.
func_149256_c,getChunkBytes,2,Gets the chunk bytes of this s26 packet map chunk bulk.
func_149254_d,getChunkCount,2,Gets the chunk count of this s26 packet map chunk bulk.
func_149252_e,getSections,2,Gets the sections of this s26 packet map chunk bulk.
func_149257_f,getSectionsWithBlockIdsUpper,2,Gets the sections with block ids upper of this s26 packet map chunk bulk.
func_149244_c,isSoundServerwide,2,Checks if this s28 packet effect is sound serverwide.
func_149242_d,getSoundType,2,Gets the sound type of this s28 packet effect.
func_149241_e,getSoundData,2,Gets the sound data of this s28 packet effect.
func_149240_f,getPosX,2,Gets the positionition X of this s28 packet effect.
func_149243_g,getPosY,2,Gets the positionition Y of this s28 packet effect.
func_149239_h,getPosZ,2,Gets the positionition Z of this s28 packet effect.
func_149228_c,getType,2,Gets the type of this s2 a packet particles.
func_149220_d,getXCoordinate,2,Gets the X coordinate of this s2 a packet particles.
func_149226_e,getYCoordinate,2,Gets the Y coordinate of this s2 a packet particles.
func_149225_f,getZCoordinate,2,Gets the Z coordinate of this s2 a packet particles.
func_149221_g,getXOffset,2,Gets the X offset of this s2 a packet particles.
func_149224_h,getYOffset,2,Gets the Y offset of this s2 a packet particles.
func_149223_i,getZOffset,2,Gets the Z offset of this s2 a packet particles.
func_149227_j,getParticleSpeed,2,Gets the particle speed of this s2 a packet particles.
func_149222_k,getParticleCount,2,Gets the particle count of this s2 a packet particles.
func_149212_c,getSoundName,2,Gets the sound name of this s29 packet sound effect.
func_149207_d,getX,2,Gets the X of this s29 packet sound effect.
func_149211_e,getY,2,Gets the Y of this s29 packet sound effect.
func_149210_f,getZ,2,Gets the Z of this s29 packet sound effect.
func_149208_g,getVolume,2,Gets the volume of this s29 packet sound effect.
func_149209_h,getPitch,2,Gets the pitch of this s29 packet sound effect.
func_149197_c,getEntityId,2,Gets the entity ID of this s01 packet join game.
func_149195_d,isHardcoreMode,2,Checks if this s01 packet join game is hardcore mode.
func_149198_e,getGameType,2,Gets the game type of this s01 packet join game.
func_149194_f,getDimension,2,Gets the dimension of this s01 packet join game.
func_149192_g,getDifficulty,2,Gets the difficultY of this s01 packet join game.
func_149193_h,getMaxPlayers,2,Gets the max players of this s01 packet join game.
func_149196_i,getWorldType,2,Gets the world type of this s01 packet join game.
func_149188_c,getMapId,2,Gets the map ID of this s34 packet maps.
func_149187_d,getData,2,Gets the data of this s34 packet maps.
func_149065_a,getEntity,2,Gets the entitY of this s14 packet entity.
func_149062_c,getDx,2,Gets the dX of this s14 packet entity.
func_149061_d,getDy,2,Gets the dY of this s14 packet entity.
func_149064_e,getDz,2,Gets the dZ of this s14 packet entity.
func_149066_f,getYaw,2,Gets the yaw of this s14 packet entity.
func_149063_g,getPitch,2,Gets the pitch of this s14 packet entity.
func_149060_h,isRotating,2,Checks if this s14 packet entity is rotating.
func_149129_c,getX,2,Gets the X of this s36 packet sign editor open.
func_149128_d,getY,2,Gets the Y of this s36 packet sign editor open.
func_149127_e,getZ,2,Gets the Z of this s36 packet sign editor open.
func_149104_a,setFlySpeed,2,Sets the fly speed of this s39 packet player abilities.
func_149108_a,setInvulnerable,2,Sets the invulnerable of this s39 packet player abilities.
func_149110_b,setWalkSpeed,2,Sets the walk speed of this s39 packet player abilities.
func_149102_b,setFlying,2,Sets the flying of this s39 packet player abilities.
func_149112_c,isInvulnerable,2,Checks if this s39 packet player abilities is invulnerable.
func_149109_c,setAllowFlying,2,Sets the allow flying of this s39 packet player abilities.
func_149106_d,isFlying,2,Checks if this s39 packet player abilities is flying.
func_149111_d,setCreativeMode,2,Sets the creative mode of this s39 packet player abilities.
func_149105_e,isAllowFlying,2,Checks if this s39 packet player abilities is allow flying.
func_149103_f,isCreativeMode,2,Checks if this s39 packet player abilities is creative mode.
func_149101_g,getFlySpeed,2,Gets the fly speed of this s39 packet player abilities.
func_149107_h,getWalkSpeed,2,Gets the walk speed of this s39 packet player abilities.
func_149122_c,getPlayerName,2,Gets the player name of this s38 packet player list item.
func_149121_d,getOnline,2,Gets the online of this s38 packet player list item.
func_149120_e,getPing,2,Gets the ping of this s38 packet player list item.
func_149091_a,getPlayer,2,Gets the player of this s0 a packet use bed.
func_149092_c,getX,2,Gets the X of this s0 a packet use bed.
func_149090_d,getY,2,Gets the Y of this s0 a packet use bed.
func_149089_e,getZ,2,Gets the Z of this s0 a packet use bed.
func_149098_c,getEntityIDs,2,Gets the entity IDs of this s13 packet destroy entities.
func_149076_c,getEntityId,2,Gets the entity ID of this s1 e packet remove entity effect.
func_149075_d,getEffectId,2,Gets the effect ID of this s1 e packet remove entity effect.
func_149082_c,getDimensionID,2,Gets the dimension ID of this s07 packet respawn.
func_149081_d,getDifficulty,2,Gets the difficultY of this s07 packet respawn.
func_149083_e,getGameType,2,Gets the game type of this s07 packet respawn.
func_149080_f,getWorldType,2,Gets the world type of this s07 packet respawn.
func_149381_a,getEntity,2,Gets the entitY of this s19 packet entity head look.
func_149380_c,getYaw,2,Gets the yaw of this s19 packet entity head look.
func_149385_c,getHeldItemHotbarIndex,2,Gets the held item hotbar indeX of this s09 packet held item change.
func_149371_c,getPosition,2,Gets the positionition of this s3 d packet display scoreboard.
func_149370_d,getName,2,Gets the name of this s3 d packet display scoreboard.
func_149376_c,getDataManagerEntries,2,Gets the data manager entries of this s1 c packet entity metadata.
func_149375_d,getEntityId,2,Gets the entity ID of this s1 c packet entity metadata.
func_149404_c,getLeash,2,Gets the leash of this s1 b packet entity attach.
func_149403_d,getEntityId,2,Gets the entity ID of this s1 b packet entity attach.
func_149402_e,getVehicleEntityId,2,Gets the vehicle entity ID of this s1 b packet entity attach.
func_149412_c,getEntityID,2,Gets the entity ID of this s12 packet entity velocity.
func_149411_d,getMotionX,2,Gets the motion X of this s12 packet entity velocity.
func_149410_e,getMotionY,2,Gets the motion Y of this s12 packet entity velocity.
func_149409_f,getMotionZ,2,Gets the motion Z of this s12 packet entity velocity.
func_149390_c,getItemStack,2,Gets the item stack of this s04 packet entity equipment.
func_149389_d,getEntityID,2,Gets the entity ID of this s04 packet entity equipment.
func_149388_e,getEquipmentSlot,2,Gets the equipment slot of this s04 packet entity equipment.
func_149397_c,getExperienceBar,2,Gets the experience bar of this s1 f packet set experience.
func_149396_d,getTotalExperience,2,Gets the total experience of this s1 f packet set experience.
func_149395_e,getLevel,2,Gets the level of this s1 f packet set experience.
func_149332_c,getHealth,2,Gets the health of this s06 packet update health.
func_149330_d,getFoodLevel,2,Gets the food level of this s06 packet update health.
func_149331_e,getSaturationLevel,2,Gets the saturation level of this s06 packet update health.
func_149339_c,getObjectiveName,2,Gets the objective name of this s3 b packet scoreboard objective.
func_149337_d,getObjectiveValue,2,Gets the objective value of this s3 b packet scoreboard objective.
func_149338_e,getAction,2,Gets the action of this s3 b packet scoreboard objective.
func_149312_c,getName,2,Gets the name of this s3 e packet teams.
func_149306_d,getDisplayName,2,Gets the display name of this s3 e packet teams.
func_149311_e,getPrefix,2,Gets the prefiX of this s3 e packet teams.
func_149309_f,getSuffix,2,Gets the suffiX of this s3 e packet teams.
func_149310_g,getPlayers,2,Gets the players of this s3 e packet teams.
func_149307_h,getAction,2,Gets the action of this s3 e packet teams.
func_149308_i,getFriendlyFlags,2,Gets the friendly flags of this s3 e packet teams.
func_149324_c,getPlayerName,2,Gets the player name of this s3 c packet update score.
func_149321_d,getObjectiveName,2,Gets the objective name of this s3 c packet update score.
func_149323_e,getScoreValue,2,Gets the score value of this s3 c packet update score.
func_149322_f,getAction,2,Gets the action of this s3 c packet update score.
func_149360_c,getX,2,Gets the X of this s05 packet spawn positionition.
func_149359_d,getY,2,Gets the Y of this s05 packet spawn positionition.
func_149358_e,getZ,2,Gets the Z of this s05 packet spawn positionition.
func_149366_c,getTotalWorldTime,2,Gets the total world time of this s03 packet time update.
func_149365_d,getWorldTime,2,Gets the world time of this s03 packet time update.
func_149346_c,getX,2,Gets the X of this s33 packet update sign.
func_149345_d,getY,2,Gets the Y of this s33 packet update sign.
func_149344_e,getZ,2,Gets the Z of this s33 packet update sign.
func_149347_f,getLines,2,Gets the lines of this s33 packet update sign.
func_149354_c,getCollectedItemEntityID,2,Gets the collected item entity ID of this s0 d packet collect item.
func_149353_d,getEntityID,2,Gets the entity ID of this s0 d packet collect item.
func_149451_c,getEntityId,2,Gets the entity ID of this s18 packet entity teleport.
func_149449_d,getX,2,Gets the X of this s18 packet entity teleport.
func_149448_e,getY,2,Gets the Y of this s18 packet entity teleport.
func_149446_f,getZ,2,Gets the Z of this s18 packet entity teleport.
func_149450_g,getYaw,2,Gets the yaw of this s18 packet entity teleport.
func_149447_h,getPitch,2,Gets the pitch of this s18 packet entity teleport.
func_149442_c,getEntityId,2,Gets the entity ID of this s20 packet entity properties.
func_149441_d,getSnapshots,2,Gets the snapshots of this s20 packet entity properties.
func_151409_a,getName,2,Gets the name of this s20 packet entity properties$ snapshot.
func_151410_b,getBaseValue,2,Gets the base value of this s20 packet entity properties$ snapshot.
func_151408_c,getModifiers,2,Gets the modifiers of this s20 packet entity properties$ snapshot.
func_149429_c,isMaxDuration,2,Checks if this s1 d packet entity effect is max duration.
func_149426_d,getEntityId,2,Gets the entity ID of this s1 d packet entity effect.
func_149427_e,getEffectId,2,Gets the effect ID of this s1 d packet entity effect.
func_149428_f,getAmplifier,2,Gets the amplifier of this s1 d packet entity effect.
func_149425_g,getDuration,2,Gets the duration of this s1 d packet entity effect.
func_149421_d,getType,2,Gets the type of this c0 a packet animation.
func_149419_c,getMessage,2,Gets the message of this c14 packet tab complete.
func_149439_c,getMessage,2,Gets the message of this c01 packet chat message.
func_149435_c,getStatus,2,Gets the status of this c16 packet client status.
func_149524_c,getLang,2,Gets the lang of this c15 packet client settings.
func_149521_d,getView,2,Gets the view of this c15 packet client settings.
func_149523_e,getChatVisibility,2,Gets the chat visibilitY of this c15 packet client settings.
func_149520_f,isColorsEnabled,2,Checks if this c15 packet client settings is colors enabled.
func_149518_g,getDifficulty,2,Gets the difficultY of this c15 packet client settings.
func_149519_h,isShowCape,2,Checks if this c15 packet client settings is show cape.
func_149532_c,getId,2,Gets the ID of this c0 f packet confirm transaction.
func_149533_d,getUid,2,Gets the uid of this c0 f packet confirm transaction.
func_149539_c,getId,2,Gets the ID of this c11 packet enchant item.
func_149537_d,getButton,2,Gets the button of this c11 packet enchant item.
func_149559_c,getChannel,2,Gets the channel of this c17 packet custom payload.
func_149558_e,getData,2,Gets the data of this c17 packet custom payload.
func_149564_a,getEntityFromWorld,2,Gets the entity from world of this c02 packet use entity.
func_149565_c,getAction,2,Gets the action of this c02 packet use entity.
func_149460_c,getKey,2,Gets the keY of this c00 packet keep alive.
func_149469_a,setMoving,2,Sets the moving of this c03 packet player.
func_149464_c,getPositionX,2,Gets the positionition X of this c03 packet player.
func_149467_d,getPositionY,2,Gets the positionition Y of this c03 packet player.
func_149472_e,getPositionZ,2,Gets the positionition Z of this c03 packet player.
func_149471_f,getStance,2,Gets the stance of this c03 packet player.
func_149462_g,getYaw,2,Gets the yaw of this c03 packet player.
func_149470_h,getPitch,2,Gets the pitch of this c03 packet player.
func_149465_i,isOnGround,2,Checks if this c03 packet player is on ground.
func_149466_j,isMoving,2,Checks if this c03 packet player is moving.
func_149463_k,getRotating,2,Gets the rotating of this c03 packet player.
func_149505_c,getDiggedBlockX,2,Gets the digged block X of this c07 packet player digging.
func_149503_d,getDiggedBlockY,2,Gets the digged block Y of this c07 packet player digging.
func_149502_e,getDiggedBlockZ,2,Gets the digged block Z of this c07 packet player digging.
func_149501_f,getDiggingBlockFace,2,Gets the digging block face of this c07 packet player digging.
func_149506_g,getDiggedBlockStatus,2,Gets the digged block status of this c07 packet player digging.
func_149513_d,getAction,2,Gets the action of this c0 b packet entity action.
func_149512_e,getAuxData,2,Gets the aux data of this c0 b packet entity action.
func_149620_c,getStrafeSpeed,2,Gets the strafe speed of this c0 c packet input.
func_149616_d,getForwardSpeed,2,Gets the forward speed of this c0 c packet input.
func_149618_e,isJumping,2,Checks if this c0 c packet input is jumping.
func_149617_f,isSneaking,2,Checks if this c0 c packet input is sneaking.
func_149614_c,getSlotId,2,Gets the slot ID of this c09 packet held item change.
func_149627_c,getSlotId,2,Gets the slot ID of this c10 packet creative inventory action.
func_149625_d,getStack,2,Gets the stack of this c10 packet creative inventory action.
func_149588_c,getX,2,Gets the X of this c12 packet update sign.
func_149586_d,getY,2,Gets the Y of this c12 packet update sign.
func_149585_e,getZ,2,Gets the Z of this c12 packet update sign.
func_149589_f,getLines,2,Gets the lines of this c12 packet update sign.
func_149576_c,getPlacedBlockX,2,Gets the placed block X of this c08 packet player block placement.
func_149571_d,getPlacedBlockY,2,Gets the placed block Y of this c08 packet player block placement.
func_149570_e,getPlacedBlockZ,2,Gets the placed block Z of this c08 packet player block placement.
func_149568_f,getPlacedBlockDirection,2,Gets the placed block direction of this c08 packet player block placement.
func_149574_g,getStack,2,Gets the stack of this c08 packet player block placement.
func_149573_h,getPlacedBlockOffsetX,2,Gets the placed block offset X of this c08 packet player block placement.
func_149569_i,getPlacedBlockOffsetY,2,Gets the placed block offset Y of this c08 packet player block placement.
